alert_key,date,set_name,day_of_year,month_of_year
200733,63,train,63,6
200603,63,train,63,6
200582,63,train,63,6
200693,63,train,63,6
200600,63,train,63,6
200837,63,train,63,6
200592,63,train,63,6
200455,63,train,63,6
200594,63,train,63,6
200595,63,train,63,6
200839,63,train,63,6
200724,63,train,63,6
200597,63,train,63,6
200444,63,train,63,6
200461,63,train,63,6
200447,63,train,63,6
200584,63,train,63,6
200720,63,train,63,6
200744,63,train,63,6
200581,63,train,63,6
200611,63,train,63,6
200738,63,train,63,6
200716,63,train,63,6
200593,63,train,63,6
200727,63,train,63,6
200858,63,train,63,6
200599,63,train,63,6
200723,63,train,63,6
200715,63,train,63,6
200426,63,train,63,6
200740,63,train,63,6
200845,63,train,63,6
200732,63,train,63,6
200470,63,train,63,6
200712,63,train,63,6
200729,63,train,63,6
200731,63,train,63,6
200556,63,train,63,6
200691,63,train,63,6
200423,63,train,63,6
200749,63,train,63,6
200856,63,train,63,6
200460,63,train,63,6
200853,63,train,63,6
200464,63,train,63,6
200849,63,train,63,6
201151,64,train,64,6
201266,64,train,64,6
201420,64,train,64,6
201111,64,train,64,6
201152,64,train,64,6
201146,64,train,64,6
201134,64,train,64,6
201280,64,train,64,6
201276,64,train,64,6
200985,64,train,64,6
200982,64,train,64,6
201378,64,train,64,6
201400,64,train,64,6
201272,64,train,64,6
201096,64,train,64,6
201141,64,train,64,6
201274,64,train,64,6
201418,64,train,64,6
201398,64,train,64,6
201118,64,train,64,6
201124,64,train,64,6
200996,64,train,64,6
201284,64,train,64,6
201091,64,train,64,6
201137,64,train,64,6
201128,64,train,64,6
201237,64,train,64,6
201088,64,train,64,6
201133,64,train,64,6
200981,64,train,64,6
201410,64,train,64,6
201281,64,train,64,6
200997,64,train,64,6
201003,64,train,64,6
201021,64,train,64,6
201422,64,train,64,6
201261,64,train,64,6
201210,64,train,64,6
200989,64,train,64,6
201129,64,train,64,6
200990,64,train,64,6
201135,64,train,64,6
201013,64,train,64,6
201421,64,train,64,6
201416,64,train,64,6
201295,64,train,64,6
201004,64,train,64,6
201122,64,train,64,6
201286,64,train,64,6
200991,64,train,64,6
201413,64,train,64,6
201143,64,train,64,6
200988,64,train,64,6
201408,64,train,64,6
201126,64,train,64,6
201115,64,train,64,6
201005,64,train,64,6
201006,64,train,64,6
201125,64,train,64,6
201273,64,train,64,6
201127,64,train,64,6
201406,64,train,64,6
200995,64,train,64,6
201397,64,train,64,6
201001,64,train,64,6
201423,64,train,64,6
201285,64,train,64,6
201262,64,train,64,6
201851,67,train,67,6
201986,67,train,67,6
201755,67,train,67,6
201591,67,train,67,6
201541,67,train,67,6
201842,67,train,67,6
201525,67,train,67,6
201870,67,train,67,6
201814,67,train,67,6
202011,67,train,67,6
201868,67,train,67,6
201744,67,train,67,6
201539,67,train,67,6
201843,67,train,67,6
201695,67,train,67,6
201562,67,train,67,6
201837,67,train,67,6
201619,67,train,67,6
201524,67,train,67,6
202003,67,train,67,6
201953,67,train,67,6
201559,67,train,67,6
201993,67,train,67,6
202010,67,train,67,6
201536,67,train,67,6
201714,67,train,67,6
201728,67,train,67,6
202004,67,train,67,6
201717,67,train,67,6
202020,67,train,67,6
202019,67,train,67,6
201988,67,train,67,6
202044,67,train,67,6
202015,67,train,67,6
201540,67,train,67,6
201556,67,train,67,6
201828,67,train,67,6
201552,67,train,67,6
201749,67,train,67,6
202012,67,train,67,6
201877,67,train,67,6
201535,67,train,67,6
201721,67,train,67,6
201984,67,train,67,6
201727,67,train,67,6
201981,67,train,67,6
201568,67,train,67,6
201992,67,train,67,6
201860,67,train,67,6
201976,67,train,67,6
201995,67,train,67,6
201545,67,train,67,6
201551,67,train,67,6
201543,67,train,67,6
202017,67,train,67,6
201841,67,train,67,6
201542,67,train,67,6
201999,67,train,67,6
201979,67,train,67,6
201537,67,train,67,6
201832,67,train,67,6
201511,67,train,67,6
201853,67,train,67,6
201736,67,train,67,6
201900,67,train,67,6
201739,67,train,67,6
201950,67,train,67,6
201849,67,train,67,6
201994,67,train,67,6
201746,67,train,67,6
201560,67,train,67,6
201835,67,train,67,6
201983,67,train,67,6
201718,67,train,67,6
201738,67,train,67,6
201998,67,train,67,6
201947,67,train,67,6
202007,67,train,67,6
201846,67,train,67,6
201557,67,train,67,6
201720,67,train,67,6
201693,67,train,67,6
201974,67,train,67,6
201510,67,train,67,6
202021,67,train,67,6
201731,67,train,67,6
201982,67,train,67,6
201514,67,train,67,6
202584,68,train,68,6
202764,68,train,68,6
203031,68,train,68,6
202884,68,train,68,6
202903,68,train,68,6
203005,68,train,68,6
202760,68,train,68,6
203008,68,train,68,6
202745,68,train,68,6
202869,68,train,68,6
202629,68,train,68,6
203033,68,train,68,6
202710,68,train,68,6
202865,68,train,68,6
202880,68,train,68,6
202750,68,train,68,6
203017,68,train,68,6
202878,68,train,68,6
202744,68,train,68,6
202769,68,train,68,6
202734,68,train,68,6
202612,68,train,68,6
202711,68,train,68,6
202849,68,train,68,6
203053,68,train,68,6
202863,68,train,68,6
202759,68,train,68,6
202600,68,train,68,6
202625,68,train,68,6
203026,68,train,68,6
202762,68,train,68,6
202976,68,train,68,6
202597,68,train,68,6
202845,68,train,68,6
202602,68,train,68,6
202624,68,train,68,6
203018,68,train,68,6
203007,68,train,68,6
202870,68,train,68,6
202599,68,train,68,6
202628,68,train,68,6
202752,68,train,68,6
202621,68,train,68,6
202902,68,train,68,6
203020,68,train,68,6
202875,68,train,68,6
202866,68,train,68,6
202641,68,train,68,6
202883,68,train,68,6
202626,68,train,68,6
203010,68,train,68,6
202632,68,train,68,6
202694,68,train,68,6
202889,68,train,68,6
202996,68,train,68,6
202891,68,train,68,6
202749,68,train,68,6
202740,68,train,68,6
202768,68,train,68,6
202644,68,train,68,6
202756,68,train,68,6
202607,68,train,68,6
202617,68,train,68,6
202729,68,train,68,6
202616,68,train,68,6
202895,68,train,68,6
203006,68,train,68,6
202609,68,train,68,6
203002,68,train,68,6
202732,68,train,68,6
202712,68,train,68,6
202770,68,train,68,6
202871,68,train,68,6
202631,68,train,68,6
202733,68,train,68,6
202757,68,train,68,6
203009,68,train,68,6
202743,68,train,68,6
202753,68,train,68,6
202622,68,train,68,6
203012,68,train,68,6
202777,68,train,68,6
202168,69,train,69,6
202295,69,train,69,6
202503,69,train,69,6
202301,69,train,69,6
202353,69,train,69,6
202152,69,train,69,6
202266,69,train,69,6
202397,69,train,69,6
202311,69,train,69,6
202141,69,train,69,6
202309,69,train,69,6
202300,69,train,69,6
202319,69,train,69,6
202135,69,train,69,6
202121,69,train,69,6
202318,69,train,69,6
202158,69,train,69,6
202156,69,train,69,6
202307,69,train,69,6
202497,69,train,69,6
202350,69,train,69,6
202154,69,train,69,6
202153,69,train,69,6
202149,69,train,69,6
202355,69,train,69,6
202359,69,train,69,6
202306,69,train,69,6
202502,69,train,69,6
202482,69,train,69,6
202507,69,train,69,6
202312,69,train,69,6
202146,69,train,69,6
202142,69,train,69,6
202299,69,train,69,6
202500,69,train,69,6
202487,69,train,69,6
202356,69,train,69,6
202361,69,train,69,6
202298,69,train,69,6
202320,69,train,69,6
202505,69,train,69,6
202242,69,train,69,6
202352,69,train,69,6
202243,69,train,69,6
202499,69,train,69,6
202364,69,train,69,6
202270,69,train,69,6
202501,69,train,69,6
202137,69,train,69,6
202509,69,train,69,6
202302,69,train,69,6
202508,69,train,69,6
202351,69,train,69,6
202515,69,train,69,6
202148,69,train,69,6
202162,69,train,69,6
202493,69,train,69,6
202278,69,train,69,6
202494,69,train,69,6
202514,69,train,69,6
203101,70,train,70,6
203307,70,train,70,6
203491,70,train,70,6
203118,70,train,70,6
203588,70,train,70,6
203569,70,train,70,6
203581,70,train,70,6
203099,70,train,70,6
203162,70,train,70,6
203416,70,train,70,6
203302,70,train,70,6
203556,70,train,70,6
203122,70,train,70,6
203550,70,train,70,6
203153,70,train,70,6
203585,70,train,70,6
203131,70,train,70,6
203304,70,train,70,6
203135,70,train,70,6
203148,70,train,70,6
203171,70,train,70,6
203426,70,train,70,6
203144,70,train,70,6
203579,70,train,70,6
203578,70,train,70,6
203274,70,train,70,6
203435,70,train,70,6
203589,70,train,70,6
203457,70,train,70,6
203149,70,train,70,6
203138,70,train,70,6
203301,70,train,70,6
203299,70,train,70,6
203586,70,train,70,6
203592,70,train,70,6
203658,70,train,70,6
203315,70,train,70,6
203151,70,train,70,6
203570,70,train,70,6
203283,70,train,70,6
203169,70,train,70,6
203161,70,train,70,6
203442,70,train,70,6
203452,70,train,70,6
203293,70,train,70,6
203159,70,train,70,6
203288,70,train,70,6
203446,70,train,70,6
203129,70,train,70,6
203292,70,train,70,6
203278,70,train,70,6
203600,70,train,70,6
203166,70,train,70,6
203123,70,train,70,6
203289,70,train,70,6
203125,70,train,70,6
203583,70,train,70,6
203574,70,train,70,6
203100,70,train,70,6
203155,70,train,70,6
203296,70,train,70,6
203553,70,train,70,6
203441,70,train,70,6
203165,70,train,70,6
203659,70,train,70,6
203287,70,train,70,6
203152,70,train,70,6
203428,70,train,70,6
203571,70,train,70,6
203147,70,train,70,6
203580,70,train,70,6
203132,70,train,70,6
203433,70,train,70,6
203280,70,train,70,6
203136,70,train,70,6
203577,70,train,70,6
204193,71,train,71,6
203792,71,train,71,6
203737,71,train,71,6
203903,71,train,71,6
204045,71,train,71,6
203905,71,train,71,6
203904,71,train,71,6
204037,71,train,71,6
204044,71,train,71,6
204165,71,train,71,6
204051,71,train,71,6
204040,71,train,71,6
203928,71,train,71,6
203748,71,train,71,6
204062,71,train,71,6
203901,71,train,71,6
203752,71,train,71,6
204181,71,train,71,6
204050,71,train,71,6
203915,71,train,71,6
204049,71,train,71,6
204180,71,train,71,6
204063,71,train,71,6
203782,71,train,71,6
204196,71,train,71,6
204061,71,train,71,6
204064,71,train,71,6
204146,71,train,71,6
203769,71,train,71,6
204046,71,train,71,6
204172,71,train,71,6
203766,71,train,71,6
204032,71,train,71,6
204162,71,train,71,6
204200,71,train,71,6
203889,71,train,71,6
204029,71,train,71,6
203753,71,train,71,6
204076,71,train,71,6
203930,71,train,71,6
203923,71,train,71,6
203762,71,train,71,6
204175,71,train,71,6
204191,71,train,71,6
204164,71,train,71,6
204194,71,train,71,6
203765,71,train,71,6
204182,71,train,71,6
203761,71,train,71,6
203902,71,train,71,6
204189,71,train,71,6
203875,71,train,71,6
203778,71,train,71,6
204177,71,train,71,6
203914,71,train,71,6
203772,71,train,71,6
204033,71,train,71,6
204186,71,train,71,6
204039,71,train,71,6
203910,71,train,71,6
204056,71,train,71,6
203892,71,train,71,6
204071,71,train,71,6
203877,71,train,71,6
204174,71,train,71,6
203921,71,train,71,6
203771,71,train,71,6
203728,71,train,71,6
204012,71,train,71,6
203898,71,train,71,6
204055,71,train,71,6
203779,71,train,71,6
203751,71,train,71,6
204065,71,train,71,6
203770,71,train,71,6
204211,71,train,71,6
204206,71,train,71,6
204616,75,train,75,6
204794,75,train,75,6
205003,75,train,75,6
205001,75,train,75,6
204795,75,train,75,6
204611,75,train,75,6
205099,75,train,75,6
205014,75,train,75,6
204790,75,train,75,6
204662,75,train,75,6
204587,75,train,75,6
204811,75,train,75,6
204428,75,train,75,6
204639,75,train,75,6
204649,75,train,75,6
204818,75,train,75,6
204633,75,train,75,6
204673,75,train,75,6
204808,75,train,75,6
204457,75,train,75,6
204394,75,train,75,6
204475,75,train,75,6
204433,75,train,75,6
204463,75,train,75,6
204655,75,train,75,6
204666,75,train,75,6
204978,75,train,75,6
204952,75,train,75,6
204630,75,train,75,6
204816,75,train,75,6
204979,75,train,75,6
204593,75,train,75,6
204466,75,train,75,6
204750,75,train,75,6
204836,75,train,75,6
204788,75,train,75,6
204435,75,train,75,6
204442,75,train,75,6
204810,75,train,75,6
204597,75,train,75,6
204446,75,train,75,6
204956,75,train,75,6
204426,75,train,75,6
204653,75,train,75,6
204452,75,train,75,6
204815,75,train,75,6
204646,75,train,75,6
204801,75,train,75,6
204806,75,train,75,6
204680,75,train,75,6
204677,75,train,75,6
204648,75,train,75,6
204787,75,train,75,6
204652,75,train,75,6
204682,75,train,75,6
204824,75,train,75,6
204441,75,train,75,6
204481,75,train,75,6
204936,75,train,75,6
204965,75,train,75,6
204804,75,train,75,6
204783,75,train,75,6
204829,75,train,75,6
204461,75,train,75,6
204977,75,train,75,6
204622,75,train,75,6
204831,75,train,75,6
204436,75,train,75,6
205046,75,train,75,6
204975,75,train,75,6
204615,75,train,75,6
204823,75,train,75,6
204429,75,train,75,6
204484,75,train,75,6
204928,75,train,75,6
204970,75,train,75,6
204473,75,train,75,6
205009,75,train,75,6
204998,75,train,75,6
204996,75,train,75,6
204819,75,train,75,6
204668,75,train,75,6
204679,75,train,75,6
204447,75,train,75,6
204629,75,train,75,6
204624,75,train,75,6
204651,75,train,75,6
205005,75,train,75,6
204826,75,train,75,6
204586,75,train,75,6
204812,75,train,75,6
204991,75,train,75,6
204625,75,train,75,6
204425,75,train,75,6
204660,75,train,75,6
204657,75,train,75,6
204967,75,train,75,6
204469,75,train,75,6
204976,75,train,75,6
204650,75,train,75,6
204641,75,train,75,6
204969,75,train,75,6
204474,75,train,75,6
204592,75,train,75,6
204654,75,train,75,6
204627,75,train,75,6
204559,75,train,75,6
204985,75,train,75,6
204973,75,train,75,6
204840,75,train,75,6
204972,75,train,75,6
204445,75,train,75,6
204980,75,train,75,6
205007,75,train,75,6
204839,75,train,75,6
205552,76,train,76,6
205399,76,train,76,6
205166,76,train,76,6
205315,76,train,76,6
205403,76,train,76,6
205240,76,train,76,6
205424,76,train,76,6
205266,76,train,76,6
205549,76,train,76,6
205550,76,train,76,6
205562,76,train,76,6
205150,76,train,76,6
205147,76,train,76,6
205560,76,train,76,6
205239,76,train,76,6
205141,76,train,76,6
205400,76,train,76,6
205305,76,train,76,6
205335,76,train,76,6
205426,76,train,76,6
205153,76,train,76,6
205171,76,train,76,6
205418,76,train,76,6
205397,76,train,76,6
205280,76,train,76,6
205422,76,train,76,6
205231,76,train,76,6
205168,76,train,76,6
205302,76,train,76,6
205165,76,train,76,6
205311,76,train,76,6
205118,76,train,76,6
205624,76,train,76,6
205145,76,train,76,6
205159,76,train,76,6
205322,76,train,76,6
205539,76,train,76,6
205420,76,train,76,6
205508,76,train,76,6
205412,76,train,76,6
205398,76,train,76,6
205540,76,train,76,6
205156,76,train,76,6
205149,76,train,76,6
205312,76,train,76,6
205409,76,train,76,6
205151,76,train,76,6
205548,76,train,76,6
205313,76,train,76,6
205258,76,train,76,6
205122,76,train,76,6
205331,76,train,76,6
205542,76,train,76,6
205163,76,train,76,6
205309,76,train,76,6
205326,76,train,76,6
205561,76,train,76,6
205396,76,train,76,6
205556,76,train,76,6
205410,76,train,76,6
205541,76,train,76,6
205160,76,train,76,6
205407,76,train,76,6
205430,76,train,76,6
205230,76,train,76,6
205270,76,train,76,6
205421,76,train,76,6
205820,77,train,77,6
205691,77,train,77,6
206079,77,train,77,6
205963,77,train,77,6
206060,77,train,77,6
205939,77,train,77,6
205679,77,train,77,6
205952,77,train,77,6
206056,77,train,77,6
206072,77,train,77,6
205941,77,train,77,6
206063,77,train,77,6
205833,77,train,77,6
205674,77,train,77,6
205951,77,train,77,6
206069,77,train,77,6
205774,77,train,77,6
205953,77,train,77,6
205708,77,train,77,6
205695,77,train,77,6
206075,77,train,77,6
205709,77,train,77,6
205701,77,train,77,6
205664,77,train,77,6
205804,77,train,77,6
205677,77,train,77,6
205959,77,train,77,6
205692,77,train,77,6
205940,77,train,77,6
206116,77,train,77,6
205950,77,train,77,6
206068,77,train,77,6
205957,77,train,77,6
205969,77,train,77,6
205706,77,train,77,6
205689,77,train,77,6
205938,77,train,77,6
205798,77,train,77,6
205808,77,train,77,6
205958,77,train,77,6
205683,77,train,77,6
205832,77,train,77,6
205819,77,train,77,6
205830,77,train,77,6
205818,77,train,77,6
205933,77,train,77,6
205797,77,train,77,6
205704,77,train,77,6
206073,77,train,77,6
205949,77,train,77,6
205816,77,train,77,6
205942,77,train,77,6
205685,77,train,77,6
205928,77,train,77,6
206059,77,train,77,6
205965,77,train,77,6
205828,77,train,77,6
205698,77,train,77,6
205702,77,train,77,6
206589,78,train,78,6
206494,78,train,78,6
206486,78,train,78,6
206613,78,train,78,6
206617,78,train,78,6
206333,78,train,78,6
206364,78,train,78,6
206477,78,train,78,6
206218,78,train,78,6
206342,78,train,78,6
206599,78,train,78,6
206632,78,train,78,6
206624,78,train,78,6
206221,78,train,78,6
206611,78,train,78,6
206362,78,train,78,6
206344,78,train,78,6
206353,78,train,78,6
206232,78,train,78,6
206181,78,train,78,6
206504,78,train,78,6
206602,78,train,78,6
206360,78,train,78,6
206215,78,train,78,6
206350,78,train,78,6
206480,78,train,78,6
206473,78,train,78,6
206498,78,train,78,6
206487,78,train,78,6
206481,78,train,78,6
206182,78,train,78,6
206610,78,train,78,6
206608,78,train,78,6
206347,78,train,78,6
206609,78,train,78,6
206227,78,train,78,6
206345,78,train,78,6
206211,78,train,78,6
206226,78,train,78,6
206551,78,train,78,6
206234,78,train,78,6
206354,78,train,78,6
206346,78,train,78,6
206466,78,train,78,6
206203,78,train,78,6
206657,78,train,78,6
206225,78,train,78,6
206472,78,train,78,6
206491,78,train,78,6
206600,78,train,78,6
206316,78,train,78,6
206500,78,train,78,6
206471,78,train,78,6
206209,78,train,78,6
206314,78,train,78,6
206446,78,train,78,6
206614,78,train,78,6
206199,78,train,78,6
208707,81,train,81,6
208687,81,train,81,6
208561,81,train,81,6
208549,81,train,81,6
208374,81,train,81,6
208559,81,train,81,6
208401,81,train,81,6
208348,81,train,81,6
208380,81,train,81,6
208385,81,train,81,6
208384,81,train,81,6
208396,81,train,81,6
208868,81,train,81,6
208850,81,train,81,6
208406,81,train,81,6
208828,81,train,81,6
208368,81,train,81,6
208547,81,train,81,6
208856,81,train,81,6
208874,81,train,81,6
208537,81,train,81,6
208641,81,train,81,6
208866,81,train,81,6
208712,81,train,81,6
208529,81,train,81,6
208706,81,train,81,6
208705,81,train,81,6
208694,81,train,81,6
208562,81,train,81,6
208518,81,train,81,6
208693,81,train,81,6
208722,81,train,81,6
208521,81,train,81,6
208882,81,train,81,6
208695,81,train,81,6
208560,81,train,81,6
208362,81,train,81,6
208405,81,train,81,6
208881,81,train,81,6
208710,81,train,81,6
208661,81,train,81,6
208420,81,train,81,6
208572,81,train,81,6
208699,81,train,81,6
208793,81,train,81,6
208573,81,train,81,6
208492,81,train,81,6
208394,81,train,81,6
208660,81,train,81,6
208885,81,train,81,6
208553,81,train,81,6
208523,81,train,81,6
208880,81,train,81,6
208386,81,train,81,6
208830,81,train,81,6
208917,81,train,81,6
208367,81,train,81,6
208714,81,train,81,6
208404,81,train,81,6
208402,81,train,81,6
208631,81,train,81,6
208875,81,train,81,6
208883,81,train,81,6
208543,81,train,81,6
208794,81,train,81,6
208491,81,train,81,6
208550,81,train,81,6
208851,81,train,81,6
208726,81,train,81,6
208663,81,train,81,6
208570,81,train,81,6
208778,81,train,81,6
208546,81,train,81,6
208697,81,train,81,6
208716,81,train,81,6
208540,81,train,81,6
208408,81,train,81,6
208849,81,train,81,6
208701,81,train,81,6
208807,81,train,81,6
208853,81,train,81,6
208393,81,train,81,6
208835,81,train,81,6
208842,81,train,81,6
208857,81,train,81,6
208680,81,train,81,6
208528,81,train,81,6
208391,81,train,81,6
208577,81,train,81,6
208855,81,train,81,6
208843,81,train,81,6
208392,81,train,81,6
208691,81,train,81,6
208865,81,train,81,6
208412,81,train,81,6
208962,81,train,81,6
208531,81,train,81,6
208877,81,train,81,6
208876,81,train,81,6
208565,81,train,81,6
208844,81,train,81,6
208556,81,train,81,6
206886,82,train,82,6
207134,82,train,82,6
206763,82,train,82,6
207157,82,train,82,6
206781,82,train,82,6
207009,82,train,82,6
206785,82,train,82,6
207006,82,train,82,6
207005,82,train,82,6
207163,82,train,82,6
207144,82,train,82,6
206749,82,train,82,6
207140,82,train,82,6
206773,82,train,82,6
207021,82,train,82,6
206802,82,train,82,6
206902,82,train,82,6
206780,82,train,82,6
207148,82,train,82,6
207004,82,train,82,6
206985,82,train,82,6
207135,82,train,82,6
207130,82,train,82,6
206766,82,train,82,6
206792,82,train,82,6
207025,82,train,82,6
206779,82,train,82,6
206916,82,train,82,6
207156,82,train,82,6
207023,82,train,82,6
206851,82,train,82,6
206905,82,train,82,6
206789,82,train,82,6
206978,82,train,82,6
206895,82,train,82,6
206878,82,train,82,6
206915,82,train,82,6
206914,82,train,82,6
207012,82,train,82,6
207018,82,train,82,6
206744,82,train,82,6
207165,82,train,82,6
207155,82,train,82,6
206880,82,train,82,6
206906,82,train,82,6
206797,82,train,82,6
206775,82,train,82,6
207139,82,train,82,6
206909,82,train,82,6
206889,82,train,82,6
206904,82,train,82,6
206898,82,train,82,6
206903,82,train,82,6
206888,82,train,82,6
206764,82,train,82,6
207000,82,train,82,6
207159,82,train,82,6
207028,82,train,82,6
207149,82,train,82,6
206900,82,train,82,6
207007,82,train,82,6
207017,82,train,82,6
207521,83,train,83,6
207504,83,train,83,6
207457,83,train,83,6
207415,83,train,83,6
207261,83,train,83,6
207523,83,train,83,6
207571,83,train,83,6
207524,83,train,83,6
207503,83,train,83,6
207282,83,train,83,6
207280,83,train,83,6
207520,83,train,83,6
207527,83,train,83,6
207574,83,train,83,6
207512,83,train,83,6
207433,83,train,83,6
207708,83,train,83,6
207584,83,train,83,6
207293,83,train,83,6
207436,83,train,83,6
207385,83,train,83,6
207698,83,train,83,6
207455,83,train,83,6
207442,83,train,83,6
207515,83,train,83,6
207435,83,train,83,6
207310,83,train,83,6
207530,83,train,83,6
207410,83,train,83,6
207570,83,train,83,6
207462,83,train,83,6
207446,83,train,83,6
207309,83,train,83,6
207299,83,train,83,6
207705,83,train,83,6
207678,83,train,83,6
207460,83,train,83,6
207458,83,train,83,6
207511,83,train,83,6
207681,83,train,83,6
207317,83,train,83,6
207689,83,train,83,6
207696,83,train,83,6
207443,83,train,83,6
207677,83,train,83,6
207737,83,train,83,6
207509,83,train,83,6
207679,83,train,83,6
207285,83,train,83,6
207694,83,train,83,6
207517,83,train,83,6
207558,83,train,83,6
207297,83,train,83,6
207451,83,train,83,6
207563,83,train,83,6
207291,83,train,83,6
207444,83,train,83,6
207283,83,train,83,6
207303,83,train,83,6
207450,83,train,83,6
207289,83,train,83,6
207301,83,train,83,6
208089,84,train,84,6
208055,84,train,84,6
208083,84,train,84,6
207858,84,train,84,6
208208,84,train,84,6
208244,84,train,84,6
207867,84,train,84,6
208104,84,train,84,6
207844,84,train,84,6
208222,84,train,84,6
207978,84,train,84,6
208082,84,train,84,6
207976,84,train,84,6
208229,84,train,84,6
208214,84,train,84,6
207865,84,train,84,6
208095,84,train,84,6
208099,84,train,84,6
208228,84,train,84,6
208241,84,train,84,6
207951,84,train,84,6
207986,84,train,84,6
208221,84,train,84,6
208236,84,train,84,6
207985,84,train,84,6
207973,84,train,84,6
207821,84,train,84,6
207859,84,train,84,6
207964,84,train,84,6
208240,84,train,84,6
208106,84,train,84,6
207981,84,train,84,6
207969,84,train,84,6
207958,84,train,84,6
207845,84,train,84,6
207950,84,train,84,6
207863,84,train,84,6
207820,84,train,84,6
208197,84,train,84,6
207822,84,train,84,6
207928,84,train,84,6
207836,84,train,84,6
208086,84,train,84,6
207933,84,train,84,6
207947,84,train,84,6
208077,84,train,84,6
208210,84,train,84,6
207832,84,train,84,6
208235,84,train,84,6
207945,84,train,84,6
208076,84,train,84,6
208223,84,train,84,6
207959,84,train,84,6
207837,84,train,84,6
207831,84,train,84,6
208247,84,train,84,6
207980,84,train,84,6
208239,84,train,84,6
208249,84,train,84,6
207854,84,train,84,6
208098,84,train,84,6
208215,84,train,84,6
208233,84,train,84,6
208103,84,train,84,6
208192,84,train,84,6
207826,84,train,84,6
207929,84,train,84,6
208090,84,train,84,6
208053,84,train,84,6
207846,84,train,84,6
209050,85,train,85,6
209042,85,train,85,6
209412,85,train,85,6
209044,85,train,85,6
209402,85,train,85,6
209190,85,train,85,6
209408,85,train,85,6
209248,85,train,85,6
209421,85,train,85,6
209250,85,train,85,6
209330,85,train,85,6
209069,85,train,85,6
209160,85,train,85,6
209452,85,train,85,6
209398,85,train,85,6
209199,85,train,85,6
209436,85,train,85,6
209380,85,train,85,6
209364,85,train,85,6
209457,85,train,85,6
209358,85,train,85,6
209179,85,train,85,6
209247,85,train,85,6
209393,85,train,85,6
209061,85,train,85,6
209340,85,train,85,6
209176,85,train,85,6
209387,85,train,85,6
209318,85,train,85,6
209191,85,train,85,6
209204,85,train,85,6
209181,85,train,85,6
209410,85,train,85,6
209184,85,train,85,6
209141,85,train,85,6
209369,85,train,85,6
209434,85,train,85,6
209378,85,train,85,6
209036,85,train,85,6
209046,85,train,85,6
209175,85,train,85,6
209178,85,train,85,6
209068,85,train,85,6
209357,85,train,85,6
209048,85,train,85,6
209383,85,train,85,6
209442,85,train,85,6
209446,85,train,85,6
209375,85,train,85,6
209174,85,train,85,6
209138,85,train,85,6
209389,85,train,85,6
209425,85,train,85,6
209057,85,train,85,6
209454,85,train,85,6
209449,85,train,85,6
209169,85,train,85,6
209164,85,train,85,6
209391,85,train,85,6
209331,85,train,85,6
209373,85,train,85,6
209029,85,train,85,6
209053,85,train,85,6
209192,85,train,85,6
209443,85,train,85,6
209183,85,train,85,6
209363,85,train,85,6
209381,85,train,85,6
209388,85,train,85,6
209185,85,train,85,6
209379,85,train,85,6
209712,88,train,88,6
210001,88,train,88,6
210137,88,train,88,6
209851,88,train,88,6
209859,88,train,88,6
210126,88,train,88,6
209732,88,train,88,6
210025,88,train,88,6
209677,88,train,88,6
210144,88,train,88,6
210146,88,train,88,6
210213,88,train,88,6
210022,88,train,88,6
209988,88,train,88,6
209830,88,train,88,6
209788,88,train,88,6
209716,88,train,88,6
209852,88,train,88,6
209688,88,train,88,6
210147,88,train,88,6
210048,88,train,88,6
209795,88,train,88,6
210179,88,train,88,6
209842,88,train,88,6
209832,88,train,88,6
209678,88,train,88,6
209822,88,train,88,6
209837,88,train,88,6
209812,88,train,88,6
209844,88,train,88,6
209706,88,train,88,6
209934,88,train,88,6
210155,88,train,88,6
210136,88,train,88,6
210009,88,train,88,6
210130,88,train,88,6
210023,88,train,88,6
210032,88,train,88,6
210120,88,train,88,6
210142,88,train,88,6
209997,88,train,88,6
210141,88,train,88,6
209813,88,train,88,6
209820,88,train,88,6
209717,88,train,88,6
209835,88,train,88,6
210040,88,train,88,6
209818,88,train,88,6
209702,88,train,88,6
210027,88,train,88,6
209821,88,train,88,6
209699,88,train,88,6
209689,88,train,88,6
210149,88,train,88,6
209695,88,train,88,6
209704,88,train,88,6
210038,88,train,88,6
209863,88,train,88,6
209846,88,train,88,6
210154,88,train,88,6
209682,88,train,88,6
209860,88,train,88,6
209710,88,train,88,6
209853,88,train,88,6
210029,88,train,88,6
209855,88,train,88,6
210018,88,train,88,6
210019,88,train,88,6
209690,88,train,88,6
209967,88,train,88,6
209858,88,train,88,6
210143,88,train,88,6
210122,88,train,88,6
209829,88,train,88,6
209787,88,train,88,6
209825,88,train,88,6
209998,88,train,88,6
209709,88,train,88,6
209701,88,train,88,6
210121,88,train,88,6
209993,88,train,88,6
209868,88,train,88,6
209643,88,train,88,6
209862,88,train,88,6
209707,88,train,88,6
209679,88,train,88,6
210013,88,train,88,6
209866,88,train,88,6
209965,88,train,88,6
210007,88,train,88,6
209838,88,train,88,6
209673,88,train,88,6
209720,88,train,88,6
209857,88,train,88,6
209727,88,train,88,6
209698,88,train,88,6
210153,88,train,88,6
211789,89,train,89,6
212052,89,train,89,6
211621,89,train,89,6
211793,89,train,89,6
211791,89,train,89,6
211773,89,train,89,6
211962,89,train,89,6
211642,89,train,89,6
211629,89,train,89,6
211638,89,train,89,6
